"Funding","Accommodation","Distance","FinLit","StudyHrs","Outings","Spending"
0,1,"Close","High","Low","High",2791.74
0,1,"Close","High","Low","High",3220.82
0,1,"Close","High","Low","High",4082.82
0,1,"Close","High","Low","High",3383.45
0,1,"Close","High","Low","High",5406.59
0,1,"Close","High","Low","High",2343.54
0,1,"Close","High","Low","High",3208.81
0,1,"Close","High","Low","High",7013.57
0,1,"Close","High","Low","High",5169.57
0,1,"Close","High","Low","High",3429.18
1,1,"Close","High","Low","High",4511.45
1,1,"Close","High","Low","High",3100.63
1,1,"Close","High","Low","High",6987.44
1,1,"Close","High","Low","High",3872.48
1,1,"Close","High","Low","High",2953.54
1,1,"Close","High","Low","High",3522.78
1,1,"Close","High","Low","High",2929.87
1,1,"Close","High","Low","High",4243.95
1,1,"Close","High","Low","High",3509.04
1,1,"Close","High","Low","High",5614.07
1,1,"Close","High","Low","High",4497.71
1,1,"Close","High","Low","High",2330.9
1,1,"Close","High","Low","High",6730.16
1,1,"Close","High","Low","High",5852.89
1,1,"Close","High","Low","High",4697.88
0,2,"Close","High","Low","High",5477.04
0,2,"Close","High","Low","High",6504.16
0,2,"Close","High","Low","High",5341.14
0,2,"Close","High","Low","High",6540.48
0,2,"Close","High","Low","High",5885.45
0,2,"Close","High","Low","High",4455.11
0,2,"Close","High","Low","High",6624.61
0,2,"Close","High","Low","High",1718.42
0,2,"Close","High","Low","High",4771.82
0,2,"Close","High","Low","High",3931.65
0,2,"Close","High","Low","High",5875.94
0,2,"Close","High","Low","High",4956.28
0,2,"Close","High","Low","High",6706.95
0,2,"Close","High","Low","High",4839.54
0,2,"Close","High","Low","High",5190.57
1,2,"Close","High","Low","High",6104.12
1,2,"Close","High","Low","High",7581.29
1,2,"Close","High","Low","High",4228.18
1,2,"Close","High","Low","High",8116.27
1,2,"Close","High","Low","High",4046.26
1,2,"Close","High","Low","High",3346.85
1,2,"Close","High","Low","High",7119.61
1,2,"Close","High","Low","High",5927.58
1,2,"Close","High","Low","High",4366.94
1,2,"Close","High","Low","High",7339.74
1,2,"Close","High","Low","High",6100.24
1,2,"Close","High","Low","High",3818.51
1,2,"Close","High","Low","High",5650.99
1,2,"Close","High","Low","High",5077.88
1,2,"Close","High","Low","High",3387.79
0,3,"Close","High","Low","High",8028.27
0,3,"Close","High","Low","High",7441.48
0,3,"Close","High","Low","High",7386.83
0,3,"Close","High","Low","High",5807.69
0,3,"Close","High","Low","High",6917.13
0,3,"Close","High","Low","High",6380.46
0,3,"Close","High","Low","High",5457.48
0,3,"Close","High","Low","High",6776.59
0,3,"Close","High","Low","High",4796.51
0,3,"Close","High","Low","High",7128.64
0,3,"Close","High","Low","High",4234.82
0,3,"Close","High","Low","High",6914.43
0,3,"Close","High","Low","High",7085.82
0,3,"Close","High","Low","High",2695.17
0,3,"Close","High","Low","High",10282.72
1,3,"Close","High","Low","High",8272.05
1,3,"Close","High","Low","High",6222.63
1,3,"Close","High","Low","High",10506.64
1,3,"Close","High","Low","High",10037.3
1,3,"Close","High","Low","High",4705.52
1,3,"Close","High","Low","High",7435.26
1,3,"Close","High","Low","High",6092.12
1,3,"Close","High","Low","High",8446.83
1,3,"Close","High","Low","High",4258.87
1,3,"Close","High","Low","High",10081.93
1,3,"Close","High","Low","High",5423.34
1,3,"Close","High","Low","High",6783.11
1,3,"Close","High","Low","High",8186.91
1,3,"Close","High","Low","High",9662.61
1,3,"Close","High","Low","High",6874.36
0,1,"Far","High","Low","High",4097.66
0,1,"Far","High","Low","High",6591.8
0,1,"Far","High","Low","High",7486.29
0,1,"Far","High","Low","High",5932
0,1,"Far","High","Low","High",4666.79
0,1,"Far","High","Low","High",4718.08
0,1,"Far","High","Low","High",3316.99
0,1,"Far","High","Low","High",2037.91
0,1,"Far","High","Low","High",6855.38
0,1,"Far","High","Low","High",4512.73
0,1,"Far","High","Low","High",6519.45
0,1,"Far","High","Low","High",7815.61
0,1,"Far","High","Low","High",4537.92
0,1,"Far","High","Low","High",5344.87
0,1,"Far","High","Low","High",2872.35
1,1,"Far","High","Low","High",5748.1
1,1,"Far","High","Low","High",4309.44
1,1,"Far","High","Low","High",3438.22
1,1,"Far","High","Low","High",4864.79
1,1,"Far","High","Low","High",3184.91
1,1,"Far","High","Low","High",5476.16
1,1,"Far","High","Low","High",5243.84
1,1,"Far","High","Low","High",6211.66
1,1,"Far","High","Low","High",5648.32
1,1,"Far","High","Low","High",2883.37
1,1,"Far","High","Low","High",1220.07
1,1,"Far","High","Low","High",6784.59
1,1,"Far","High","Low","High",6372.75
1,1,"Far","High","Low","High",5788.88
1,1,"Far","High","Low","High",3153.18
0,2,"Far","High","Low","High",3881.39
0,2,"Far","High","Low","High",4151.66
0,2,"Far","High","Low","High",5482.13
0,2,"Far","High","Low","High",7824.61
0,2,"Far","High","Low","High",7878.92
0,2,"Far","High","Low","High",5916.59
0,2,"Far","High","Low","High",3664.32
0,2,"Far","High","Low","High",6882.92
0,2,"Far","High","Low","High",4912.82
0,2,"Far","High","Low","High",3113.16
0,2,"Far","High","Low","High",3742.42
0,2,"Far","High","Low","High",4309.63
0,2,"Far","High","Low","High",4816.7
0,2,"Far","High","Low","High",7575.67
0,2,"Far","High","Low","High",6684.82
1,2,"Far","High","Low","High",5515.64
1,2,"Far","High","Low","High",8748.4
1,2,"Far","High","Low","High",8429.86
1,2,"Far","High","Low","High",5846.31
1,2,"Far","High","Low","High",5410.79
1,2,"Far","High","Low","High",7670.52
1,2,"Far","High","Low","High",10946.9
1,2,"Far","High","Low","High",1783.01
1,2,"Far","High","Low","High",4927.54
1,2,"Far","High","Low","High",5084.8
1,2,"Far","High","Low","High",8457.75
1,2,"Far","High","Low","High",8312.92
1,2,"Far","High","Low","High",5900.26
1,2,"Far","High","Low","High",4778.11
1,2,"Far","High","Low","High",5117.58
0,3,"Far","High","Low","High",8489.44
0,3,"Far","High","Low","High",8563.52
0,3,"Far","High","Low","High",5428.17
0,3,"Far","High","Low","High",7905.07
0,3,"Far","High","Low","High",8394.9
0,3,"Far","High","Low","High",7463.17
0,3,"Far","High","Low","High",8508.62
0,3,"Far","High","Low","High",6083.3
0,3,"Far","High","Low","High",7018.86
0,3,"Far","High","Low","High",11768.54
0,3,"Far","High","Low","High",8978.97
0,3,"Far","High","Low","High",7654.6
0,3,"Far","High","Low","High",9655.16
0,3,"Far","High","Low","High",8287.73
0,3,"Far","High","Low","High",8471.49
1,3,"Far","High","Low","High",11487.93
1,3,"Far","High","Low","High",5523.41
1,3,"Far","High","Low","High",9539.19
1,3,"Far","High","Low","High",6079.79
1,3,"Far","High","Low","High",5705.36
1,3,"Far","High","Low","High",5300.46
1,3,"Far","High","Low","High",7705.67
1,3,"Far","High","Low","High",7217.05
1,3,"Far","High","Low","High",9888.09
1,3,"Far","High","Low","High",10258.61
1,3,"Far","High","Low","High",6687.39
1,3,"Far","High","Low","High",8043.61
1,3,"Far","High","Low","High",3468.91
1,3,"Far","High","Low","High",6427.84
1,3,"Far","High","Low","High",10934.21
0,1,"Close","Low","Moderate","High",5234.17
0,1,"Close","Low","Moderate","High",4344.26
0,1,"Close","Low","Moderate","High",3672.34
0,1,"Close","Low","Moderate","High",2970.95
0,1,"Close","Low","Moderate","High",3436.02
0,1,"Close","Low","Moderate","High",5667
0,1,"Close","Low","Moderate","High",5125.7
0,1,"Close","Low","Moderate","High",8197.54
0,1,"Close","Low","Moderate","High",4512.94
0,1,"Close","Low","Moderate","High",5362.67
0,1,"Close","Low","Moderate","High",3478.19
0,1,"Close","Low","Moderate","High",4156.56
0,1,"Close","Low","Moderate","High",5502.87
0,1,"Close","Low","Moderate","High",6569.31
0,1,"Close","Low","Moderate","High",7859.1
1,1,"Close","Low","Moderate","High",4538.07
1,1,"Close","Low","Moderate","High",3373.89
1,1,"Close","Low","Moderate","High",4370.2
1,1,"Close","Low","Moderate","High",7080.15
1,1,"Close","Low","Moderate","High",6308.02
1,1,"Close","Low","Moderate","High",5151.31
1,1,"Close","Low","Moderate","High",7166.67
1,1,"Close","Low","Moderate","High",5170.79
1,1,"Close","Low","Moderate","High",8174.7
1,1,"Close","Low","Moderate","High",3154.8
1,1,"Close","Low","Moderate","High",4852.39
1,1,"Close","Low","Moderate","High",5619.72
1,1,"Close","Low","Moderate","High",6080.42
1,1,"Close","Low","Moderate","High",7748.18
1,1,"Close","Low","Moderate","High",4715.24
0,2,"Close","Low","Moderate","High",5949.84
0,2,"Close","Low","Moderate","High",6892.33
0,2,"Close","Low","Moderate","High",3966.67
0,2,"Close","Low","Moderate","High",3336.11
0,2,"Close","Low","Moderate","High",3224.63
0,2,"Close","Low","Moderate","High",6440.99
0,2,"Close","Low","Moderate","High",4591.04
0,2,"Close","Low","Moderate","High",4749.81
0,2,"Close","Low","Moderate","High",4254.5
0,2,"Close","Low","Moderate","High",6437.06
0,2,"Close","Low","Moderate","High",5129.07
0,2,"Close","Low","Moderate","High",4264.06
0,2,"Close","Low","Moderate","High",7593.58
0,2,"Close","Low","Moderate","High",5720.19
0,2,"Close","Low","Moderate","High",5281.43
1,2,"Close","Low","Moderate","High",4906.71
1,2,"Close","Low","Moderate","High",10370.61
1,2,"Close","Low","Moderate","High",5823.24
1,2,"Close","Low","Moderate","High",7131.87
1,2,"Close","Low","Moderate","High",5876.49
1,2,"Close","Low","Moderate","High",4484.12
1,2,"Close","Low","Moderate","High",4533.07
1,2,"Close","Low","Moderate","High",8073.82
1,2,"Close","Low","Moderate","High",5281.35
1,2,"Close","Low","Moderate","High",3624.12
1,2,"Close","Low","Moderate","High",6013.97
1,2,"Close","Low","Moderate","High",6271.37
1,2,"Close","Low","Moderate","High",4400.09
1,2,"Close","Low","Moderate","High",8184.78
1,2,"Close","Low","Moderate","High",8655.4
0,3,"Close","Low","Moderate","High",9151.77
0,3,"Close","Low","Moderate","High",9556.79
0,3,"Close","Low","Moderate","High",5740.16
0,3,"Close","Low","Moderate","High",7767.15
0,3,"Close","Low","Moderate","High",11280.18
0,3,"Close","Low","Moderate","High",5830.22
0,3,"Close","Low","Moderate","High",8149.5
0,3,"Close","Low","Moderate","High",6182.56
0,3,"Close","Low","Moderate","High",8690.56
0,3,"Close","Low","Moderate","High",10241.59
0,3,"Close","Low","Moderate","High",6911.39
0,3,"Close","Low","Moderate","High",8584.63
0,3,"Close","Low","Moderate","High",5305.75
0,3,"Close","Low","Moderate","High",6831.73
0,3,"Close","Low","Moderate","High",8885.5
1,3,"Close","Low","Moderate","High",9434.58
1,3,"Close","Low","Moderate","High",5009.62
1,3,"Close","Low","Moderate","High",8198.83
1,3,"Close","Low","Moderate","High",7069.91
1,3,"Close","Low","Moderate","High",8832.01
1,3,"Close","Low","Moderate","High",5857.81
1,3,"Close","Low","Moderate","High",6899.17
1,3,"Close","Low","Moderate","High",8726.07
1,3,"Close","Low","Moderate","High",7309.93
1,3,"Close","Low","Moderate","High",5966.52
1,3,"Close","Low","Moderate","High",7847.93
1,3,"Close","Low","Moderate","High",9765.16
1,3,"Close","Low","Moderate","High",7634.86
1,3,"Close","Low","Moderate","High",9436.4
1,3,"Close","Low","Moderate","High",8159.71
0,1,"Far","Low","Moderate","High",5693.05
0,1,"Far","Low","Moderate","High",7408.68
0,1,"Far","Low","Moderate","High",6481.36
0,1,"Far","Low","Moderate","High",4998.4
0,1,"Far","Low","Moderate","High",3707.52
0,1,"Far","Low","Moderate","High",6281.28
0,1,"Far","Low","Moderate","High",6245.72
0,1,"Far","Low","Moderate","High",6020.65
0,1,"Far","Low","Moderate","High",4083
0,1,"Far","Low","Moderate","High",6150.81
0,1,"Far","Low","Moderate","High",6843.82
0,1,"Far","Low","Moderate","High",4205.2
0,1,"Far","Low","Moderate","High",7559.28
0,1,"Far","Low","Moderate","High",6049.62
0,1,"Far","Low","Moderate","High",4457.58
1,1,"Far","Low","Moderate","High",5140.26
1,1,"Far","Low","Moderate","High",5772.87
1,1,"Far","Low","Moderate","High",7149.05
1,1,"Far","Low","Moderate","High",6531.71
1,1,"Far","Low","Moderate","High",8313.56
1,1,"Far","Low","Moderate","High",6686.88
1,1,"Far","Low","Moderate","High",3570.55
1,1,"Far","Low","Moderate","High",4230.18
1,1,"Far","Low","Moderate","High",8514.01
1,1,"Far","Low","Moderate","High",6634.99
1,1,"Far","Low","Moderate","High",8156.03
1,1,"Far","Low","Moderate","High",6439.6
1,1,"Far","Low","Moderate","High",4845.96
1,1,"Far","Low","Moderate","High",4882.96
1,1,"Far","Low","Moderate","High",5481.57
0,2,"Far","Low","Moderate","High",4217.5
0,2,"Far","Low","Moderate","High",7810.11
0,2,"Far","Low","Moderate","High",4732.59
0,2,"Far","Low","Moderate","High",8045.7
0,2,"Far","Low","Moderate","High",8709.12
0,2,"Far","Low","Moderate","High",7217.82
0,2,"Far","Low","Moderate","High",5377
0,2,"Far","Low","Moderate","High",1619.61
0,2,"Far","Low","Moderate","High",5983.62
0,2,"Far","Low","Moderate","High",7030.62
0,2,"Far","Low","Moderate","High",7731.55
0,2,"Far","Low","Moderate","High",8312.89
0,2,"Far","Low","Moderate","High",8384.62
0,2,"Far","Low","Moderate","High",8159.62
0,2,"Far","Low","Moderate","High",6664.97
1,2,"Far","Low","Moderate","High",8692.2
1,2,"Far","Low","Moderate","High",5274.81
1,2,"Far","Low","Moderate","High",6816.45
1,2,"Far","Low","Moderate","High",7365.13
1,2,"Far","Low","Moderate","High",7555.04
1,2,"Far","Low","Moderate","High",6314.21
1,2,"Far","Low","Moderate","High",8148.11
1,2,"Far","Low","Moderate","High",6976.17
1,2,"Far","Low","Moderate","High",5605.42
1,2,"Far","Low","Moderate","High",9660.3
1,2,"Far","Low","Moderate","High",6005.31
1,2,"Far","Low","Moderate","High",6245.87
1,2,"Far","Low","Moderate","High",7995.37
1,2,"Far","Low","Moderate","High",6344.83
1,2,"Far","Low","Moderate","High",5564.75
0,3,"Far","Low","Moderate","High",12032.81
0,3,"Far","Low","Moderate","High",9766.82
0,3,"Far","Low","Moderate","High",7217.58
0,3,"Far","Low","Moderate","High",7688.37
0,3,"Far","Low","Moderate","High",9000.78
0,3,"Far","Low","Moderate","High",9135.07
0,3,"Far","Low","Moderate","High",7476.8
0,3,"Far","Low","Moderate","High",8995.71
0,3,"Far","Low","Moderate","High",5756.16
0,3,"Far","Low","Moderate","High",7984.19
0,3,"Far","Low","Moderate","High",7034.97
0,3,"Far","Low","Moderate","High",7740.75
0,3,"Far","Low","Moderate","High",9296.98
0,3,"Far","Low","Moderate","High",11094.58
0,3,"Far","Low","Moderate","High",9100.5
1,3,"Far","Low","Moderate","High",9752.46
1,3,"Far","Low","Moderate","High",7928.26
1,3,"Far","Low","Moderate","High",10232.24
1,3,"Far","Low","Moderate","High",9969.97
1,3,"Far","Low","Moderate","High",10334.46
1,3,"Far","Low","Moderate","High",6788.4
1,3,"Far","Low","Moderate","High",8565.85
1,3,"Far","Low","Moderate","High",8189.51
1,3,"Far","Low","Moderate","High",6087.91
1,3,"Far","Low","Moderate","High",8943.82
1,3,"Far","Low","Moderate","High",7707.34
1,3,"Far","Low","Moderate","High",7571.21
1,3,"Far","Low","Moderate","High",8337.59
1,3,"Far","Low","Moderate","High",9117.31
1,3,"Far","Low","Moderate","High",6975.53
0,1,"Close","Moderate","Moderate","High",5169.87
0,1,"Close","Moderate","Moderate","High",4122.44
0,1,"Close","Moderate","Moderate","High",6955.51
0,1,"Close","Moderate","Moderate","High",4543.81
0,1,"Close","Moderate","Moderate","High",1200
0,1,"Close","Moderate","Moderate","High",4579.55
0,1,"Close","Moderate","Moderate","High",3585.09
0,1,"Close","Moderate","Moderate","High",1331.81
0,1,"Close","Moderate","Moderate","High",5774.79
0,1,"Close","Moderate","Moderate","High",3617.82
0,1,"Close","Moderate","Moderate","High",1638.19
0,1,"Close","Moderate","Moderate","High",4865.76
0,1,"Close","Moderate","Moderate","High",5121.27
0,1,"Close","Moderate","Moderate","High",3586.28
0,1,"Close","Moderate","Moderate","High",6009.02
1,1,"Close","Moderate","Moderate","High",4170.55
1,1,"Close","Moderate","Moderate","High",4117.91
1,1,"Close","Moderate","Moderate","High",5575.24
1,1,"Close","Moderate","Moderate","High",5687.22
1,1,"Close","Moderate","Moderate","High",8631.11
1,1,"Close","Moderate","Moderate","High",3794.91
1,1,"Close","Moderate","Moderate","High",5143.47
1,1,"Close","Moderate","Moderate","High",5660.5
1,1,"Close","Moderate","Moderate","High",2769.73
1,1,"Close","Moderate","Moderate","High",1637.88
1,1,"Close","Moderate","Moderate","High",3957.87
1,1,"Close","Moderate","Moderate","High",8719.83
1,1,"Close","Moderate","Moderate","High",3918.8
1,1,"Close","Moderate","Moderate","High",4961.48
1,1,"Close","Moderate","Moderate","High",6426.97
0,2,"Close","Moderate","Moderate","High",5402.78
0,2,"Close","Moderate","Moderate","High",6608.54
0,2,"Close","Moderate","Moderate","High",4071.05
0,2,"Close","Moderate","Moderate","High",6045.51
0,2,"Close","Moderate","Moderate","High",3112.56
0,2,"Close","Moderate","Moderate","High",6577.54
0,2,"Close","Moderate","Moderate","High",3669.85
0,2,"Close","Moderate","Moderate","High",6079.77
0,2,"Close","Moderate","Moderate","High",6204.19
0,2,"Close","Moderate","Moderate","High",4376.24
0,2,"Close","Moderate","Moderate","High",7187.35
0,2,"Close","Moderate","Moderate","High",4612.3
0,2,"Close","Moderate","Moderate","High",8212.04
0,2,"Close","Moderate","Moderate","High",2496.7
0,2,"Close","Moderate","Moderate","High",3870.11
1,2,"Close","Moderate","Moderate","High",6508.49
1,2,"Close","Moderate","Moderate","High",6830.71
1,2,"Close","Moderate","Moderate","High",6205.56
1,2,"Close","Moderate","Moderate","High",6670.84
1,2,"Close","Moderate","Moderate","High",7026.54
1,2,"Close","Moderate","Moderate","High",2895.4
1,2,"Close","Moderate","Moderate","High",8613.76
1,2,"Close","Moderate","Moderate","High",4773.18
1,2,"Close","Moderate","Moderate","High",6644.99
1,2,"Close","Moderate","Moderate","High",4894.94
1,2,"Close","Moderate","Moderate","High",7190.75
1,2,"Close","Moderate","Moderate","High",5026.43
1,2,"Close","Moderate","Moderate","High",5495.62
1,2,"Close","Moderate","Moderate","High",6925.76
1,2,"Close","Moderate","Moderate","High",9212.48
0,3,"Close","Moderate","Moderate","High",6887.09
0,3,"Close","Moderate","Moderate","High",8957.05
0,3,"Close","Moderate","Moderate","High",6022.65
0,3,"Close","Moderate","Moderate","High",8759.42
0,3,"Close","Moderate","Moderate","High",6592.1
0,3,"Close","Moderate","Moderate","High",9058.07
0,3,"Close","Moderate","Moderate","High",8615.62
0,3,"Close","Moderate","Moderate","High",9309.09
0,3,"Close","Moderate","Moderate","High",6974.16
0,3,"Close","Moderate","Moderate","High",7183.88
0,3,"Close","Moderate","Moderate","High",6660.85
0,3,"Close","Moderate","Moderate","High",6075.31
0,3,"Close","Moderate","Moderate","High",5847.92
0,3,"Close","Moderate","Moderate","High",5763.94
0,3,"Close","Moderate","Moderate","High",9203.76
1,3,"Close","Moderate","Moderate","High",5302.71
1,3,"Close","Moderate","Moderate","High",6427.35
1,3,"Close","Moderate","Moderate","High",7433.04
1,3,"Close","Moderate","Moderate","High",9263.65
1,3,"Close","Moderate","Moderate","High",4993.49
1,3,"Close","Moderate","Moderate","High",9402.09
1,3,"Close","Moderate","Moderate","High",7684.4
1,3,"Close","Moderate","Moderate","High",8471.5
1,3,"Close","Moderate","Moderate","High",7015.13
1,3,"Close","Moderate","Moderate","High",7473.56
1,3,"Close","Moderate","Moderate","High",8979.07
1,3,"Close","Moderate","Moderate","High",8516.88
1,3,"Close","Moderate","Moderate","High",7325.83
1,3,"Close","Moderate","Moderate","High",5798.17
1,3,"Close","Moderate","Moderate","High",9539.85
0,1,"Far","Moderate","Moderate","High",5455.23
0,1,"Far","Moderate","Moderate","High",1280.53
0,1,"Far","Moderate","Moderate","High",2088.63
0,1,"Far","Moderate","Moderate","High",3605.53
0,1,"Far","Moderate","Moderate","High",4955.7
0,1,"Far","Moderate","Moderate","High",2143.56
0,1,"Far","Moderate","Moderate","High",5287.62
0,1,"Far","Moderate","Moderate","High",5269.43
0,1,"Far","Moderate","Moderate","High",6431.53
0,1,"Far","Moderate","Moderate","High",5930.43
0,1,"Far","Moderate","Moderate","High",5616.35
0,1,"Far","Moderate","Moderate","High",5515.74
0,1,"Far","Moderate","Moderate","High",7514.45
0,1,"Far","Moderate","Moderate","High",5832.34
0,1,"Far","Moderate","Moderate","High",5717.48
1,1,"Far","Moderate","Moderate","High",2508.49
1,1,"Far","Moderate","Moderate","High",6586.38
1,1,"Far","Moderate","Moderate","High",4876.32
1,1,"Far","Moderate","Moderate","High",4578.38
1,1,"Far","Moderate","Moderate","High",3993.33
1,1,"Far","Moderate","Moderate","High",6006.84
1,1,"Far","Moderate","Moderate","High",8497.75
1,1,"Far","Moderate","Moderate","High",6956.13
1,1,"Far","Moderate","Moderate","High",5218.83
1,1,"Far","Moderate","Moderate","High",6656.04
1,1,"Far","Moderate","Moderate","High",5998.79
1,1,"Far","Moderate","Moderate","High",6075.59
1,1,"Far","Moderate","Moderate","High",3379.78
1,1,"Far","Moderate","Moderate","High",5014.3
1,1,"Far","Moderate","Moderate","High",7138.55
0,2,"Far","Moderate","Moderate","High",9233.77
0,2,"Far","Moderate","Moderate","High",4327.72
0,2,"Far","Moderate","Moderate","High",6158.84
0,2,"Far","Moderate","Moderate","High",5763.88
0,2,"Far","Moderate","Moderate","High",8093.69
0,2,"Far","Moderate","Moderate","High",5566.1
0,2,"Far","Moderate","Moderate","High",5010.72
0,2,"Far","Moderate","Moderate","High",5235.5
0,2,"Far","Moderate","Moderate","High",1741.47
0,2,"Far","Moderate","Moderate","High",8015.08
0,2,"Far","Moderate","Moderate","High",8147.8
0,2,"Far","Moderate","Moderate","High",4515.95
0,2,"Far","Moderate","Moderate","High",7517.82
0,2,"Far","Moderate","Moderate","High",7361.6
0,2,"Far","Moderate","Moderate","High",3274.18
1,2,"Far","Moderate","Moderate","High",2928.49
1,2,"Far","Moderate","Moderate","High",7228.52
1,2,"Far","Moderate","Moderate","High",3927.9
1,2,"Far","Moderate","Moderate","High",7225.05
1,2,"Far","Moderate","Moderate","High",4845.78
1,2,"Far","Moderate","Moderate","High",4235.79
1,2,"Far","Moderate","Moderate","High",8551.43
1,2,"Far","Moderate","Moderate","High",6772.37
1,2,"Far","Moderate","Moderate","High",5633.44
1,2,"Far","Moderate","Moderate","High",5503.63
1,2,"Far","Moderate","Moderate","High",6880.03
1,2,"Far","Moderate","Moderate","High",7289.02
1,2,"Far","Moderate","Moderate","High",7804.47
1,2,"Far","Moderate","Moderate","High",7178.58
1,2,"Far","Moderate","Moderate","High",3834.62
0,3,"Far","Moderate","Moderate","High",5696.09
0,3,"Far","Moderate","Moderate","High",6862.05
0,3,"Far","Moderate","Moderate","High",10832.82
0,3,"Far","Moderate","Moderate","High",9188.14
0,3,"Far","Moderate","Moderate","High",9927.42
0,3,"Far","Moderate","Moderate","High",8250.31
0,3,"Far","Moderate","Moderate","High",9752.54
0,3,"Far","Moderate","Moderate","High",6496.02
0,3,"Far","Moderate","Moderate","High",8379.23
0,3,"Far","Moderate","Moderate","High",10436.94
0,3,"Far","Moderate","Moderate","High",6214.31
0,3,"Far","Moderate","Moderate","High",10824.55
0,3,"Far","Moderate","Moderate","High",8658.52
0,3,"Far","Moderate","Moderate","High",9738.02
0,3,"Far","Moderate","Moderate","High",7789.87
1,3,"Far","Moderate","Moderate","High",9688.69
1,3,"Far","Moderate","Moderate","High",9162.64
1,3,"Far","Moderate","Moderate","High",7486.59
1,3,"Far","Moderate","Moderate","High",7589.95
1,3,"Far","Moderate","Moderate","High",8855.02
1,3,"Far","Moderate","Moderate","High",9745.09
1,3,"Far","Moderate","Moderate","High",10448.74
1,3,"Far","Moderate","Moderate","High",8778.46
1,3,"Far","Moderate","Moderate","High",8495.3
1,3,"Far","Moderate","Moderate","High",8616.81
1,3,"Far","Moderate","Moderate","High",8897.98
1,3,"Far","Moderate","Moderate","High",8786.15
1,3,"Far","Moderate","Moderate","High",9001.36
1,3,"Far","Moderate","Moderate","High",9034.77
1,3,"Far","Moderate","Moderate","High",8583.58
0,1,"Close","High","Moderate","High",1748.8
0,1,"Close","High","Moderate","High",3850.07
0,1,"Close","High","Moderate","High",4195.24
0,1,"Close","High","Moderate","High",6541.17
0,1,"Close","High","Moderate","High",3680.52
0,1,"Close","High","Moderate","High",2444.99
0,1,"Close","High","Moderate","High",1200
0,1,"Close","High","Moderate","High",3772.84
0,1,"Close","High","Moderate","High",1200
0,1,"Close","High","Moderate","High",2179.71
0,1,"Close","High","Moderate","High",1200
0,1,"Close","High","Moderate","High",3283.41
0,1,"Close","High","Moderate","High",5313.84
0,1,"Close","High","Moderate","High",5123.04
0,1,"Close","High","Moderate","High",2192.79
1,1,"Close","High","Moderate","High",4814.28
1,1,"Close","High","Moderate","High",3124.93
1,1,"Close","High","Moderate","High",5440.47
1,1,"Close","High","Moderate","High",3515.32
1,1,"Close","High","Moderate","High",5267.88
1,1,"Close","High","Moderate","High",2822.54
1,1,"Close","High","Moderate","High",4550.54
1,1,"Close","High","Moderate","High",2886.86
1,1,"Close","High","Moderate","High",3546.45
1,1,"Close","High","Moderate","High",5820.7
1,1,"Close","High","Moderate","High",6728.51
1,1,"Close","High","Moderate","High",4436.45
1,1,"Close","High","Moderate","High",5309.85
1,1,"Close","High","Moderate","High",5571.59
1,1,"Close","High","Moderate","High",3113.58
0,2,"Close","High","Moderate","High",2487.24
0,2,"Close","High","Moderate","High",5322.12
0,2,"Close","High","Moderate","High",4765.13
0,2,"Close","High","Moderate","High",4813.54
0,2,"Close","High","Moderate","High",4152.65
0,2,"Close","High","Moderate","High",2230.85
0,2,"Close","High","Moderate","High",7054.57
0,2,"Close","High","Moderate","High",4139.01
0,2,"Close","High","Moderate","High",6194.42
0,2,"Close","High","Moderate","High",3455.49
0,2,"Close","High","Moderate","High",5596.1
0,2,"Close","High","Moderate","High",4231.82
0,2,"Close","High","Moderate","High",5788.08
0,2,"Close","High","Moderate","High",5941.3
0,2,"Close","High","Moderate","High",5246
1,2,"Close","High","Moderate","High",4346.99
1,2,"Close","High","Moderate","High",4558.2
1,2,"Close","High","Moderate","High",4552.63
1,2,"Close","High","Moderate","High",4406.33
1,2,"Close","High","Moderate","High",4942.57
1,2,"Close","High","Moderate","High",5025.12
1,2,"Close","High","Moderate","High",6212.26
1,2,"Close","High","Moderate","High",5485.91
1,2,"Close","High","Moderate","High",4154.61
1,2,"Close","High","Moderate","High",6013.03
1,2,"Close","High","Moderate","High",5986.23
1,2,"Close","High","Moderate","High",4603.88
1,2,"Close","High","Moderate","High",5699.66
1,2,"Close","High","Moderate","High",5177.2
1,2,"Close","High","Moderate","High",4801.98
0,3,"Close","High","Moderate","High",6301.91
0,3,"Close","High","Moderate","High",5368.37
0,3,"Close","High","Moderate","High",6379.81
0,3,"Close","High","Moderate","High",6012.03
0,3,"Close","High","Moderate","High",5735.33
0,3,"Close","High","Moderate","High",6986.14
0,3,"Close","High","Moderate","High",7040.04
0,3,"Close","High","Moderate","High",8278.16
0,3,"Close","High","Moderate","High",7197.83
0,3,"Close","High","Moderate","High",8199.47
0,3,"Close","High","Moderate","High",6166.17
0,3,"Close","High","Moderate","High",3987.14
0,3,"Close","High","Moderate","High",8387.35
0,3,"Close","High","Moderate","High",3978.69
0,3,"Close","High","Moderate","High",8650.54
1,3,"Close","High","Moderate","High",6912.92
1,3,"Close","High","Moderate","High",9498.07
1,3,"Close","High","Moderate","High",8491.31
1,3,"Close","High","Moderate","High",5830.03
1,3,"Close","High","Moderate","High",7436.05
1,3,"Close","High","Moderate","High",6056.2
1,3,"Close","High","Moderate","High",3397.4
1,3,"Close","High","Moderate","High",9409.33
