"student_spending","hours_study_cat","fin_lit_cat","living_arr","funding_cat","social_outings_cat","distance_cat"
3135.91215531371,"Low","Low","On-campus","Self","High","Far"
2734.04716204032,"Low","Low","On-campus","Self","High","Far"
2931.46757066236,"Low","Low","On-campus","Self","High","Far"
3054.25150811929,"Low","Low","On-campus","Self","High","Far"
2910.1535704586,"Low","Low","On-campus","Self","High","Far"
3028.20792374579,"Low","Low","On-campus","Self","High","Far"
2832.31299348669,"Low","Low","On-campus","Self","High","Far"
3093.58630581488,"Low","Low","On-campus","Self","High","Far"
2979.73627687219,"Low","Low","On-campus","Self","High","Far"
2988.23766333672,"Low","Low","On-campus","Self","High","Far"
2512.80322838846,"Low","Low","On-campus","Self","High","Far"
2831.58285468031,"Low","Low","On-campus","Self","High","Far"
2627.58897877544,"Low","Low","On-campus","Self","High","Far"
2598.57048559492,"Low","Low","On-campus","Self","High","Far"
2876.52922478869,"Low","Low","On-campus","Self","High","Far"
2959.8004080636,"Low","Low","On-campus","Self","High","Far"
3070.90005645015,"Low","Low","On-campus","Self","High","Far"
3272.81566257508,"Low","Low","On-campus","Self","High","Far"
3111.10007423065,"Low","Low","On-campus","Self","High","Far"
3253.01758518962,"High","Low","On-campus","Self","High","Far"
2868.42242809137,"High","Low","On-campus","Self","High","Far"
2923.0399567028,"High","Low","On-campus","Self","High","Far"
3271.29222110656,"High","Low","On-campus","Self","High","Far"
3000.30179598453,"High","Low","On-campus","Self","High","Far"
2579.93882107916,"High","Low","On-campus","Self","High","Far"
2788.36112022697,"High","Low","On-campus","Self","High","Far"
3251.89801495818,"High","Low","On-campus","Self","High","Far"
2847.31568558064,"High","Low","On-campus","Self","High","Far"
3083.36103319428,"High","Low","On-campus","Self","High","Far"
3003.55567392016,"High","Low","On-campus","Self","High","Far"
2875.91059816258,"High","Low","On-campus","Self","High","Far"
2912.3034018984,"High","Low","On-campus","Self","High","Far"
3097.93013696452,"High","Low","On-campus","Self","High","Far"
3052.39470722306,"High","Low","On-campus","Self","High","Far"
3308.66753497479,"High","Low","On-campus","Self","High","Far"
2950.04505389127,"High","Low","On-campus","Self","High","Far"
2769.19798949333,"High","Low","On-campus","Self","High","Far"
3041.47577539486,"High","Low","On-campus","Self","High","Far"
3176.33363831104,"High","Low","On-campus","Self","High","Far"
3270.49173893175,"Low","Medium","On-campus","Self","High","Far"
2584.07924672407,"Low","Medium","On-campus","Self","High","Far"
2618.41160702293,"Low","Medium","On-campus","Self","High","Far"
2920.62330259949,"Low","Medium","On-campus","Self","High","Far"
3020.32153162612,"Low","Medium","On-campus","Self","High","Far"
2535.32953584876,"Low","Medium","On-campus","Self","High","Far"
2866.1426137361,"Low","Medium","On-campus","Self","High","Far"
2558.71062148942,"Low","Medium","On-campus","Self","High","Far"
2459.45543243944,"Low","Medium","On-campus","Self","High","Far"
2855.84022547506,"Low","Medium","On-campus","Self","High","Far"
2726.62444305027,"Low","Medium","On-campus","Self","High","Far"
2797.33271953556,"Low","Medium","On-campus","Self","High","Far"
2554.87412581951,"Low","Medium","On-campus","Self","High","Far"
3148.74448898169,"Low","Medium","On-campus","Self","High","Far"
2866.32200226193,"Low","Medium","On-campus","Self","High","Far"
2606.39939358699,"Low","Medium","On-campus","Self","High","Far"
2875.68723275261,"Low","Medium","On-campus","Self","High","Far"
2396.37140402658,"Low","Medium","On-campus","Self","High","Far"
2665.56246826269,"Low","Medium","On-campus","Self","High","Far"
3050.83947467013,"Low","Medium","On-campus","Self","High","Far"
2652.79017209891,"High","Medium","On-campus","Self","High","Far"
2927.62259299889,"High","Medium","On-campus","Self","High","Far"
2644.51949995252,"High","Medium","On-campus","Self","High","Far"
2125.49339992344,"High","Medium","On-campus","Self","High","Far"
2479.94686360848,"High","Medium","On-campus","Self","High","Far"
2755.68392225874,"High","Medium","On-campus","Self","High","Far"
3061.6381777335,"High","Medium","On-campus","Self","High","Far"
2551.64946874979,"High","Medium","On-campus","Self","High","Far"
2768.99475284564,"High","Medium","On-campus","Self","High","Far"
2458.79517763011,"High","Medium","On-campus","Self","High","Far"
2445.88593966655,"High","Medium","On-campus","Self","High","Far"
2505.67083914579,"High","Medium","On-campus","Self","High","Far"
3042.26551683339,"High","Medium","On-campus","Self","High","Far"
2935.07752247773,"High","Medium","On-campus","Self","High","Far"
2848.41628932943,"High","Medium","On-campus","Self","High","Far"
2978.86563835912,"High","Medium","On-campus","Self","High","Far"
2593.89375081662,"High","Medium","On-campus","Self","High","Far"
2889.89423422328,"High","Medium","On-campus","Self","High","Far"
2752.40731946789,"High","Medium","On-campus","Self","High","Far"
2437.7247687968,"High","Medium","On-campus","Self","High","Far"
2192.23444442956,"Low","High","On-campus","Self","High","Far"
2412.51323297979,"Low","High","On-campus","Self","High","Far"
2451.40751537414,"Low","High","On-campus","Self","High","Far"
2319.66039533476,"Low","High","On-campus","Self","High","Far"
2150.87718905337,"Low","High","On-campus","Self","High","Far"
1877.27701487771,"Low","High","On-campus","Self","High","Far"
2506.30886986027,"Low","High","On-campus","Self","High","Far"
2326.18207271573,"Low","High","On-campus","Self","High","Far"
2537.29022079532,"Low","High","On-campus","Self","High","Far"
2013.52704668746,"Low","High","On-campus","Self","High","Far"
2086.66601617189,"Low","High","On-campus","Self","High","Far"
2372.16703133201,"Low","High","On-campus","Self","High","Far"
2046.79661609207,"Low","High","On-campus","Self","High","Far"
1904.26153731982,"Low","High","On-campus","Self","High","Far"
2595.89885195839,"Low","High","On-campus","Self","High","Far"
2625.21733493738,"Low","High","On-campus","Self","High","Far"
2142.50908949887,"Low","High","On-campus","Self","High","Far"
2331.98568285835,"Low","High","On-campus","Self","High","Far"
2116.50677370719,"Low","High","On-campus","Self","High","Far"
2479.10672918825,"Low","High","On-campus","Self","High","Far"
2392.5804247495,"High","High","On-campus","Self","High","Far"
2182.63488726016,"High","High","On-campus","Self","High","Far"
2206.44561402595,"High","High","On-campus","Self","High","Far"
2134.47970164295,"High","High","On-campus","Self","High","Far"
2509.09356554814,"High","High","On-campus","Self","High","Far"
2542.75221195353,"High","High","On-campus","Self","High","Far"
2494.11872360397,"High","High","On-campus","Self","High","Far"
2189.27757564601,"High","High","On-campus","Self","High","Far"
1953.45759294118,"High","High","On-campus","Self","High","Far"
2532.71891578862,"High","High","On-campus","Self","High","Far"
2355.73526315142,"High","High","On-campus","Self","High","Far"
2390.15191250713,"High","High","On-campus","Self","High","Far"
2658.03199621835,"High","High","On-campus","Self","High","Far"
2176.6210413996,"High","High","On-campus","Self","High","Far"
2686.00383142125,"High","High","On-campus","Self","High","Far"
2296.70212619677,"High","High","On-campus","Self","High","Far"
2221.703044561,"High","High","On-campus","Self","High","Far"
2348.56346404561,"High","High","On-campus","Self","High","Far"
2497.50493221071,"High","High","On-campus","Self","High","Far"
2348.19608868607,"High","High","On-campus","Self","High","Far"
3274.87319486304,"Low","Low","Off-campus","Self","High","Far"
3429.59393030231,"Low","Low","Off-campus","Self","High","Far"
2864.51722471551,"Low","Low","Off-campus","Self","High","Far"
3372.87207953189,"Low","Low","Off-campus","Self","High","Far"
3613.99155438476,"Low","Low","Off-campus","Self","High","Far"
3457.68505636698,"Low","Low","Off-campus","Self","High","Far"
3672.08193056531,"Low","Low","Off-campus","Self","High","Far"
3621.49560849362,"Low","Low","Off-campus","Self","High","Far"
3661.4116865889,"Low","Low","Off-campus","Self","High","Far"
3664.01123625637,"Low","Low","Off-campus","Self","High","Far"
3065.35480965643,"Low","Low","Off-campus","Self","High","Far"
3501.03992000461,"Low","Low","Off-campus","Self","High","Far"
3907.51683365171,"Low","Low","Off-campus","Self","High","Far"
3379.8786932389,"Low","Low","Off-campus","Self","High","Far"
3613.20061060514,"Low","Low","Off-campus","Self","High","Far"
3535.84843274498,"Low","Low","Off-campus","Self","High","Far"
3639.25305629701,"Low","Low","Off-campus","Self","High","Far"
3431.99247070737,"Low","Low","Off-campus","Self","High","Far"
3337.925175871,"Low","Low","Off-campus","Self","High","Far"
3517.99021109141,"Low","Low","Off-campus","Self","High","Far"
3551.95370767585,"High","Low","Off-campus","Self","High","Far"
3453.66692757903,"High","Low","Off-campus","Self","High","Far"
3507.86016625661,"High","Low","Off-campus","Self","High","Far"
3602.83798342269,"High","Low","Off-campus","Self","High","Far"
3305.95402738438,"High","Low","Off-campus","Self","High","Far"
3784.91941429952,"High","Low","Off-campus","Self","High","Far"
4050.19006768665,"High","Low","Off-campus","Self","High","Far"
3869.30133218371,"High","Low","Off-campus","Self","High","Far"
3386.39553732311,"High","Low","Off-campus","Self","High","Far"
3044.27818274189,"High","Low","Off-campus","Self","High","Far"
3513.5494892774,"High","Low","Off-campus","Self","High","Far"
3720.06830515102,"High","Low","Off-campus","Self","High","Far"
3694.52667448392,"High","Low","Off-campus","Self","High","Far"
3192.56330632206,"High","Low","Off-campus","Self","High","Far"
3221.71287231415,"High","Low","Off-campus","Self","High","Far"
3533.43615871941,"High","Low","Off-campus","Self","High","Far"
3656.52033634421,"High","Low","Off-campus","Self","High","Far"
3718.23291596386,"High","Low","Off-campus","Self","High","Far"
3704.09799473474,"High","Low","Off-campus","Self","High","Far"
3258.00612700838,"High","Low","Off-campus","Self","High","Far"
2871.84873595,"Low","Medium","Off-campus","Self","High","Far"
2696.87005551018,"Low","Medium","Off-campus","Self","High","Far"
3326.23317443195,"Low","Medium","Off-campus","Self","High","Far"
3407.02789144236,"Low","Medium","Off-campus","Self","High","Far"
3283.96267220626,"Low","Medium","Off-campus","Self","High","Far"
2935.21888849717,"Low","Medium","Off-campus","Self","High","Far"
3591.92918748734,"Low","Medium","Off-campus","Self","High","Far"
3107.46334390915,"Low","Medium","Off-campus","Self","High","Far"
3644.75959037392,"Low","Medium","Off-campus","Self","High","Far"
3337.85050127014,"Low","Medium","Off-campus","Self","High","Far"
3497.57766127138,"Low","Medium","Off-campus","Self","High","Far"
3282.6505565736,"Low","Medium","Off-campus","Self","High","Far"
3183.83694297503,"Low","Medium","Off-campus","Self","High","Far"
2946.8629829067,"Low","Medium","Off-campus","Self","High","Far"
3060.37145245216,"Low","Medium","Off-campus","Self","High","Far"
3188.22304093089,"Low","Medium","Off-campus","Self","High","Far"
3270.51851699626,"Low","Medium","Off-campus","Self","High","Far"
3191.69519691723,"Low","Medium","Off-campus","Self","High","Far"
3155.50700272665,"Low","Medium","Off-campus","Self","High","Far"
3245.87137923552,"Low","Medium","Off-campus","Self","High","Far"
3068.90698935062,"High","Medium","Off-campus","Self","High","Far"
3066.01563591512,"High","Medium","Off-campus","Self","High","Far"
2836.07382458599,"High","Medium","Off-campus","Self","High","Far"
3411.567867567,"High","Medium","Off-campus","Self","High","Far"
3211.73309200038,"High","Medium","Off-campus","Self","High","Far"
3179.09394164316,"High","Medium","Off-campus","Self","High","Far"
3014.77034630627,"High","Medium","Off-campus","Self","High","Far"
3138.0565340244,"High","Medium","Off-campus","Self","High","Far"
2928.30428607468,"High","Medium","Off-campus","Self","High","Far"
2937.67566191181,"High","Medium","Off-campus","Self","High","Far"
2720.26205707335,"High","Medium","Off-campus","Self","High","Far"
3445.42469316211,"High","Medium","Off-campus","Self","High","Far"
3231.49102053632,"High","Medium","Off-campus","Self","High","Far"
2920.80590611139,"High","Medium","Off-campus","Self","High","Far"
3490.94665093648,"High","Medium","Off-campus","Self","High","Far"
3356.14792084228,"High","Medium","Off-campus","Self","High","Far"
3385.59556864617,"High","Medium","Off-campus","Self","High","Far"
3143.5573582643,"High","Medium","Off-campus","Self","High","Far"
3094.28199835359,"High","Medium","Off-campus","Self","High","Far"
3175.48677449838,"High","Medium","Off-campus","Self","High","Far"
3001.1726640594,"Low","High","Off-campus","Self","High","Far"
3099.97865166028,"Low","High","Off-campus","Self","High","Far"
3297.36728748923,"Low","High","Off-campus","Self","High","Far"
2772.73239896568,"Low","High","Off-campus","Self","High","Far"
2646.10881296213,"Low","High","Off-campus","Self","High","Far"
2925.21466640261,"Low","High","Off-campus","Self","High","Far"
3655.5260463226,"Low","High","Off-campus","Self","High","Far"
2792.84603872907,"Low","High","Off-campus","Self","High","Far"
3186.42030444619,"Low","High","Off-campus","Self","High","Far"
2839.22544760373,"Low","High","Off-campus","Self","High","Far"
2780.36419055903,"Low","High","Off-campus","Self","High","Far"
2722.39571944811,"Low","High","Off-campus","Self","High","Far"
2847.1888430706,"Low","High","Off-campus","Self","High","Far"
3310.44611771886,"Low","High","Off-campus","Self","High","Far"
2975.46168014086,"Low","High","Off-campus","Self","High","Far"
3021.83228080382,"Low","High","Off-campus","Self","High","Far"
3109.68394810807,"Low","High","Off-campus","Self","High","Far"
3417.9353782215,"Low","High","Off-campus","Self","High","Far"
3093.90471051988,"Low","High","Off-campus","Self","High","Far"
2543.22216176202,"Low","High","Off-campus","Self","High","Far"
2641.62216613346,"High","High","Off-campus","Self","High","Far"
2502.63622160204,"High","High","Off-campus","Self","High","Far"
2187.86330752655,"High","High","Off-campus","Self","High","Far"
3222.68348194815,"High","High","Off-campus","Self","High","Far"
2776.5690314294,"High","High","Off-campus","Self","High","Far"
2998.7426694265,"High","High","Off-campus","Self","High","Far"
3195.40446328598,"High","High","Off-campus","Self","High","Far"
2772.04182635488,"High","High","Off-campus","Self","High","Far"
2866.25808783444,"High","High","Off-campus","Self","High","Far"
2987.56404488111,"High","High","Off-campus","Self","High","Far"
2956.46980545441,"High","High","Off-campus","Self","High","Far"
2706.42118760297,"High","High","Off-campus","Self","High","Far"
3082.70390250165,"High","High","Off-campus","Self","High","Far"
3036.40888206062,"High","High","Off-campus","Self","High","Far"
2827.88767601963,"High","High","Off-campus","Self","High","Far"
2594.40477228525,"High","High","Off-campus","Self","High","Far"
3058.33339889215,"High","High","Off-campus","Self","High","Far"
3256.87991397875,"High","High","Off-campus","Self","High","Far"
3245.12937334734,"High","High","Off-campus","Self","High","Far"
3118.15864169883,"High","High","Off-campus","Self","High","Far"
3879.21623283693,"Low","Low","Apartment","Self","High","Far"
3867.16327012736,"Low","Low","Apartment","Self","High","Far"
3853.07881085352,"Low","Low","Apartment","Self","High","Far"
3897.07553275312,"Low","Low","Apartment","Self","High","Far"
4177.29640531335,"Low","Low","Apartment","Self","High","Far"
4064.09918838391,"Low","Low","Apartment","Self","High","Far"
3535.9098534238,"Low","Low","Apartment","Self","High","Far"
3534.85309254639,"Low","Low","Apartment","Self","High","Far"
3994.29147656641,"Low","Low","Apartment","Self","High","Far"
4037.48468682026,"Low","Low","Apartment","Self","High","Far"
3423.13141449118,"Low","Low","Apartment","Self","High","Far"
3795.88819354697,"Low","Low","Apartment","Self","High","Far"
4006.89028792417,"Low","Low","Apartment","Self","High","Far"
4365.44647879412,"Low","Low","Apartment","Self","High","Far"
3496.78281791943,"Low","Low","Apartment","Self","High","Far"
3686.13893050451,"Low","Low","Apartment","Self","High","Far"
3729.92328819544,"Low","Low","Apartment","Self","High","Far"
4043.84901966221,"Low","Low","Apartment","Self","High","Far"
4082.70980535356,"Low","Low","Apartment","Self","High","Far"
3919.8276921749,"Low","Low","Apartment","Self","High","Far"
3596.9178280125,"High","Low","Apartment","Self","High","Far"
3842.36189578392,"High","Low","Apartment","Self","High","Far"
3859.87850333603,"High","Low","Apartment","Self","High","Far"
3949.35467889575,"High","Low","Apartment","Self","High","Far"
4405.72129528292,"High","Low","Apartment","Self","High","Far"
3830.8073673905,"High","Low","Apartment","Self","High","Far"
4019.06610128467,"High","Low","Apartment","Self","High","Far"
3823.65041459327,"High","Low","Apartment","Self","High","Far"
3689.94303773902,"High","Low","Apartment","Self","High","Far"
4158.98697446715,"High","Low","Apartment","Self","High","Far"
3737.34283008681,"High","Low","Apartment","Self","High","Far"
4683.80229740555,"High","Low","Apartment","Self","High","Far"
4023.1407344568,"High","Low","Apartment","Self","High","Far"
4015.06339401967,"High","Low","Apartment","Self","High","Far"
3983.36369724729,"High","Low","Apartment","Self","High","Far"
4460.91138501001,"High","Low","Apartment","Self","High","Far"
4165.9817776009,"High","Low","Apartment","Self","High","Far"
3937.25233906301,"High","Low","Apartment","Self","High","Far"
3708.45254834729,"High","Low","Apartment","Self","High","Far"
3740.31805982064,"High","Low","Apartment","Self","High","Far"
3503.75267366567,"Low","Medium","Apartment","Self","High","Far"
4003.73710774458,"Low","Medium","Apartment","Self","High","Far"
3652.75460605727,"Low","Medium","Apartment","Self","High","Far"
3510.70034433004,"Low","Medium","Apartment","Self","High","Far"
3898.01486947007,"Low","Medium","Apartment","Self","High","Far"
4036.29500475554,"Low","Medium","Apartment","Self","High","Far"
3526.36712898217,"Low","Medium","Apartment","Self","High","Far"
3588.76686398941,"Low","Medium","Apartment","Self","High","Far"
3786.32104668095,"Low","Medium","Apartment","Self","High","Far"
3698.78889086601,"Low","Medium","Apartment","Self","High","Far"
3801.59161787119,"Low","Medium","Apartment","Self","High","Far"
4128.54963144286,"Low","Medium","Apartment","Self","High","Far"
3684.90336146976,"Low","Medium","Apartment","Self","High","Far"
3629.82443311644,"Low","Medium","Apartment","Self","High","Far"
3821.35361522361,"Low","Medium","Apartment","Self","High","Far"
3687.66386756501,"Low","Medium","Apartment","Self","High","Far"
3856.9412653832,"Low","Medium","Apartment","Self","High","Far"
3644.00721214494,"Low","Medium","Apartment","Self","High","Far"
3810.88067860028,"Low","Medium","Apartment","Self","High","Far"
3309.06482310803,"Low","Medium","Apartment","Self","High","Far"
3703.47591457585,"High","Medium","Apartment","Self","High","Far"
3570.94600317908,"High","Medium","Apartment","Self","High","Far"
3402.36435612062,"High","Medium","Apartment","Self","High","Far"
3596.73269804074,"High","Medium","Apartment","Self","High","Far"
3792.99873635573,"High","Medium","Apartment","Self","High","Far"
3723.08574100512,"High","Medium","Apartment","Self","High","Far"
3873.37094063028,"High","Medium","Apartment","Self","High","Far"
3935.22481078839,"High","Medium","Apartment","Self","High","Far"
3907.11600743196,"High","Medium","Apartment","Self","High","Far"
3618.87770588116,"High","Medium","Apartment","Self","High","Far"
3367.96095048574,"High","Medium","Apartment","Self","High","Far"
3629.91625752191,"High","Medium","Apartment","Self","High","Far"
3992.4138591277,"High","Medium","Apartment","Self","High","Far"
3669.63090877298,"High","Medium","Apartment","Self","High","Far"
3290.67708723872,"High","Medium","Apartment","Self","High","Far"
3822.84580571744,"High","Medium","Apartment","Self","High","Far"
3770.45482767334,"High","Medium","Apartment","Self","High","Far"
3599.84916120195,"High","Medium","Apartment","Self","High","Far"
3743.340375714,"High","Medium","Apartment","Self","High","Far"
4042.34691738633,"High","Medium","Apartment","Self","High","Far"
3724.79902343921,"Low","High","Apartment","Self","High","Far"
3285.92577661364,"Low","High","Apartment","Self","High","Far"
3402.66621546451,"Low","High","Apartment","Self","High","Far"
3036.47771376644,"Low","High","Apartment","Self","High","Far"
3218.06166850781,"Low","High","Apartment","Self","High","Far"
3902.06009936629,"Low","High","Apartment","Self","High","Far"
3774.50242137774,"Low","High","Apartment","Self","High","Far"
3342.68631867922,"Low","High","Apartment","Self","High","Far"
3226.88371367431,"Low","High","Apartment","Self","High","Far"
3058.3441757079,"Low","High","Apartment","Self","High","Far"
3931.51296344092,"Low","High","Apartment","Self","High","Far"
3428.65743120962,"Low","High","Apartment","Self","High","Far"
3251.51277265822,"Low","High","Apartment","Self","High","Far"
3669.51683448781,"Low","High","Apartment","Self","High","Far"
3125.10354178527,"Low","High","Apartment","Self","High","Far"
3581.64104940161,"Low","High","Apartment","Self","High","Far"
3760.21757555965,"Low","High","Apartment","Self","High","Far"
3347.45746009458,"Low","High","Apartment","Self","High","Far"
3762.82023597084,"Low","High","Apartment","Self","High","Far"
3560.38785785231,"Low","High","Apartment","Self","High","Far"
3230.29809528001,"High","High","Apartment","Self","High","Far"
3543.57818408687,"High","High","Apartment","Self","High","Far"
3223.87136842777,"High","High","Apartment","Self","High","Far"
3266.50398569252,"High","High","Apartment","Self","High","Far"
3593.59615165441,"High","High","Apartment","Self","High","Far"
3281.0946511653,"High","High","Apartment","Self","High","Far"
3393.89315527829,"High","High","Apartment","Self","High","Far"
3654.75202407109,"High","High","Apartment","Self","High","Far"
3098.60490110036,"High","High","Apartment","Self","High","Far"
3798.82346686801,"High","High","Apartment","Self","High","Far"
3910.48886499825,"High","High","Apartment","Self","High","Far"
3553.62031251083,"High","High","Apartment","Self","High","Far"
3505.48279353421,"High","High","Apartment","Self","High","Far"
3275.89458307669,"High","High","Apartment","Self","High","Far"
3522.74035320651,"High","High","Apartment","Self","High","Far"
3274.50445759912,"High","High","Apartment","Self","High","Far"
3472.0424545629,"High","High","Apartment","Self","High","Far"
3228.34349793972,"High","High","Apartment","Self","High","Far"
3597.10094650762,"High","High","Apartment","Self","High","Far"
3572.84221024092,"High","High","Apartment","Self","High","Far"
3610.74975201283,"Low","Low","On-campus","NSFAS","High","Far"
3795.55242810729,"Low","Low","On-campus","NSFAS","High","Far"
3138.38954134521,"Low","Low","On-campus","NSFAS","High","Far"
3541.54732305684,"Low","Low","On-campus","NSFAS","High","Far"
2943.1831382262,"Low","Low","On-campus","NSFAS","High","Far"
3185.62906033799,"Low","Low","On-campus","NSFAS","High","Far"
3536.36667115212,"Low","Low","On-campus","NSFAS","High","Far"
3115.40271240774,"Low","Low","On-campus","NSFAS","High","Far"
3386.41017496948,"Low","Low","On-campus","NSFAS","High","Far"
3074.88882652618,"Low","Low","On-campus","NSFAS","High","Far"
3207.41232397124,"Low","Low","On-campus","NSFAS","High","Far"
3289.80076838748,"Low","Low","On-campus","NSFAS","High","Far"
3146.92030839849,"Low","Low","On-campus","NSFAS","High","Far"
2813.53697754591,"Low","Low","On-campus","NSFAS","High","Far"
3360.77408238189,"Low","Low","On-campus","NSFAS","High","Far"
3418.72502385113,"Low","Low","On-campus","NSFAS","High","Far"
3334.17864351529,"Low","Low","On-campus","NSFAS","High","Far"
3177.81306857792,"Low","Low","On-campus","NSFAS","High","Far"
3525.05091431511,"Low","Low","On-campus","NSFAS","High","Far"
3569.38391501535,"Low","Low","On-campus","NSFAS","High","Far"
2706.58228598752,"High","Low","On-campus","NSFAS","High","Far"
3581.14370938228,"High","Low","On-campus","NSFAS","High","Far"
2855.11306321162,"High","Low","On-campus","NSFAS","High","Far"
3213.86240939114,"High","Low","On-campus","NSFAS","High","Far"
3022.70672156018,"High","Low","On-campus","NSFAS","High","Far"
3142.47355426923,"High","Low","On-campus","NSFAS","High","Far"
3629.22094218106,"High","Low","On-campus","NSFAS","High","Far"
3433.62834707102,"High","Low","On-campus","NSFAS","High","Far"
3423.47452143547,"High","Low","On-campus","NSFAS","High","Far"
2780.5018921638,"High","Low","On-campus","NSFAS","High","Far"
3349.08133568539,"High","Low","On-campus","NSFAS","High","Far"
3457.20078846847,"High","Low","On-campus","NSFAS","High","Far"
3515.2367858484,"High","Low","On-campus","NSFAS","High","Far"
3056.68816238119,"High","Low","On-campus","NSFAS","High","Far"
3534.38576300766,"High","Low","On-campus","NSFAS","High","Far"
2951.19855542618,"High","Low","On-campus","NSFAS","High","Far"
3734.68575471908,"High","Low","On-campus","NSFAS","High","Far"
3100.34142743912,"High","Low","On-campus","NSFAS","High","Far"
3491.25609669234,"High","Low","On-campus","NSFAS","High","Far"
3379.47783628386,"High","Low","On-campus","NSFAS","High","Far"
2734.09987059678,"Low","Medium","On-campus","NSFAS","High","Far"
3286.06466401715,"Low","Medium","On-campus","NSFAS","High","Far"
3008.34421065685,"Low","Medium","On-campus","NSFAS","High","Far"
3204.60194371196,"Low","Medium","On-campus","NSFAS","High","Far"
3054.54802145555,"Low","Medium","On-campus","NSFAS","High","Far"
3217.12431310248,"Low","Medium","On-campus","NSFAS","High","Far"
3005.42013022452,"Low","Medium","On-campus","NSFAS","High","Far"
3278.80716242325,"Low","Medium","On-campus","NSFAS","High","Far"
2911.95478377222,"Low","Medium","On-campus","NSFAS","High","Far"
3131.8220795622,"Low","Medium","On-campus","NSFAS","High","Far"
3094.64288056099,"Low","Medium","On-campus","NSFAS","High","Far"
3210.96494427459,"Low","Medium","On-campus","NSFAS","High","Far"
2844.73937626078,"Low","Medium","On-campus","NSFAS","High","Far"
3044.42287446697,"Low","Medium","On-campus","NSFAS","High","Far"
2854.95873021704,"Low","Medium","On-campus","NSFAS","High","Far"
3227.15945643336,"Low","Medium","On-campus","NSFAS","High","Far"
2840.82840513123,"Low","Medium","On-campus","NSFAS","High","Far"
3433.05967409419,"Low","Medium","On-campus","NSFAS","High","Far"
3197.59290050978,"Low","Medium","On-campus","NSFAS","High","Far"
2996.57300528654,"Low","Medium","On-campus","NSFAS","High","Far"
3301.54911880146,"High","Medium","On-campus","NSFAS","High","Far"
2978.85226496544,"High","Medium","On-campus","NSFAS","High","Far"
3140.81557040901,"High","Medium","On-campus","NSFAS","High","Far"
3132.04860000377,"High","Medium","On-campus","NSFAS","High","Far"
3105.75960810258,"High","Medium","On-campus","NSFAS","High","Far"
2850.80894257272,"High","Medium","On-campus","NSFAS","High","Far"
2687.2889305997,"High","Medium","On-campus","NSFAS","High","Far"
2579.59982255654,"High","Medium","On-campus","NSFAS","High","Far"
2885.92591024968,"High","Medium","On-campus","NSFAS","High","Far"
3170.69829805062,"High","Medium","On-campus","NSFAS","High","Far"
2940.2406291243,"High","Medium","On-campus","NSFAS","High","Far"
2699.16226663301,"High","Medium","On-campus","NSFAS","High","Far"
3539.11940048752,"High","Medium","On-campus","NSFAS","High","Far"
3175.50235576215,"High","Medium","On-campus","NSFAS","High","Far"
3486.65452506641,"High","Medium","On-campus","NSFAS","High","Far"
3303.25908843032,"High","Medium","On-campus","NSFAS","High","Far"
2847.15522040887,"High","Medium","On-campus","NSFAS","High","Far"
2897.0196991883,"High","Medium","On-campus","NSFAS","High","Far"
2639.82975543257,"High","Medium","On-campus","NSFAS","High","Far"
3185.11836327742,"High","Medium","On-campus","NSFAS","High","Far"
3105.91481305683,"Low","High","On-campus","NSFAS","High","Far"
2469.87878048185,"Low","High","On-campus","NSFAS","High","Far"
2399.45058829521,"Low","High","On-campus","NSFAS","High","Far"
2920.66951709112,"Low","High","On-campus","NSFAS","High","Far"
2320.88024109982,"Low","High","On-campus","NSFAS","High","Far"
3180.40288944214,"Low","High","On-campus","NSFAS","High","Far"
2843.03394445156,"Low","High","On-campus","NSFAS","High","Far"
2271.27623654036,"Low","High","On-campus","NSFAS","High","Far"
2788.72972393311,"Low","High","On-campus","NSFAS","High","Far"
2726.29546645275,"Low","High","On-campus","NSFAS","High","Far"
2082.89661670383,"Low","High","On-campus","NSFAS","High","Far"
2689.53549241901,"Low","High","On-campus","NSFAS","High","Far"
2553.18480803324,"Low","High","On-campus","NSFAS","High","Far"
2478.17575181069,"Low","High","On-campus","NSFAS","High","Far"
2759.67920493767,"Low","High","On-campus","NSFAS","High","Far"
2912.72257557345,"Low","High","On-campus","NSFAS","High","Far"
3131.75220830351,"Low","High","On-campus","NSFAS","High","Far"
2041.87308847615,"Low","High","On-campus","NSFAS","High","Far"
2885.90283195249,"Low","High","On-campus","NSFAS","High","Far"
2461.91222216618,"Low","High","On-campus","NSFAS","High","Far"
2989.08254134513,"High","High","On-campus","NSFAS","High","Far"
2786.46541853946,"High","High","On-campus","NSFAS","High","Far"
3061.23929301511,"High","High","On-campus","NSFAS","High","Far"
2329.30967356084,"High","High","On-campus","NSFAS","High","Far"
2823.65782440721,"High","High","On-campus","NSFAS","High","Far"
2773.78983450866,"High","High","On-campus","NSFAS","High","Far"
2961.96556147986,"High","High","On-campus","NSFAS","High","Far"
2642.20787284125,"High","High","On-campus","NSFAS","High","Far"
2986.00421148218,"High","High","On-campus","NSFAS","High","Far"
2588.75978113103,"High","High","On-campus","NSFAS","High","Far"
2592.69064902672,"High","High","On-campus","NSFAS","High","Far"
2706.34482536395,"High","High","On-campus","NSFAS","High","Far"
2432.68695690443,"High","High","On-campus","NSFAS","High","Far"
2585.85708979143,"High","High","On-campus","NSFAS","High","Far"
